,MMSI,type,length,beam,range,bearing,timestamp,lat,long,"lat, ","lon,",,
AIS,574955000,89,106,18,24960.2,3.65834,61634496,0.357983,1.86159,20.51091504,106.6612502,,
AIS,574983786,0,10,10,2013.27,0.657941,61634541,0.36164,1.86386,20.7204457,106.7913116,,
AIS,574983786,0,10,10,2013.27,0.657941,61634909,0.36164,1.86386,20.7204457,106.7913116,,
AIS,800123456,30,117,6,2712.31,0.799239,61635119,0.361687,1.86398,20.7231386,106.7981871,,
AIS,574983786,0,10,10,2013.27,0.657941,61635275,0.36164,1.86386,20.7204457,106.7913116,,
AIS,574003420,80,97,16,19997.2,2.75616,61635339,0.358481,1.86491,20.53944834,106.8514722,,
AIS,574012768,70,79,13,60687.4,3.36583,61635391,0.352102,1.8614,20.17395856,106.650364,,
AIS,574012475,70,80,13,13708.1,0.162646,61635448,0.363513,1.86402,20.8277607,106.8004789,,
AIS,355632000,0,172,33,14152.3,0.364233,61635499,0.363465,1.8645,20.8250105,106.8279809,,
AIS,995741983,140,2,1,12869.1,0.513797,61635542,0.363149,1.86471,20.80690503,106.840013,,
AIS,574562437,30,26,6,17301.4,2.08547,61635913,0.360052,1.86618,20.62946001,106.9242378,,
AIS,574014574,70,98,16,14265.1,0.220838,61636655,0.363574,1.86418,20.83125574,106.8096463,,
AIS,574014575,7,37,10,16988.5,0.878388,61636858,0.363091,1.86585,20.80358188,106.9053302,,
AIS,574002860,70,75,12,19824,1.74448,61637009,0.36085,1.86693,20.67518204,106.9672096,,
AIS,563158400,70,147,23,20336.8,1.66389,61637118,0.361091,1.86705,20.68899032,106.9740851,,
AIS,574560343,30,18,4,2617.9,0.820602,61637246,0.36167,1.86397,20.72216458,106.7976141,,
AIS,574451232,253,10,6,21128.2,2.39157,61638380,0.358962,1.86607,20.56700761,106.9179353,,
AIS,574014911,70,77,14,14497.2,0.0120967,61638430,0.363665,1.86368,20.83646966,106.7809984,,
AIS,574373000,0,0,0,37175.9,5.5564,61638539,0.365748,1.8595,20.95581677,106.541502,,
AIS,574912288,0,0,0,34395.9,5.53827,61638778,0.365356,1.85973,20.93335682,106.55468,,
AIS,574003420,80,97,16,20001.1,2.75616,61638858,0.35848,1.86491,20.53939104,106.8514722,,
AIS,995741873,147,5,5,17691.3,1.38643,61639008,0.361897,1.86657,20.73517072,106.9465832,,
AIS,574015007,70,71,12,17417.6,1.01732,61639230,0.362826,1.86614,20.7883985,106.921946,,
AIS,574014992,70,74,14,20986.3,1.5456,61639286,0.361471,1.86717,20.71076272,106.9809606,,
AIS,574560726,30,26,6,3601.92,0.830917,61639586,0.361771,1.8641,20.72795145,106.8050626,,
AIS,995741870,147,5,5,18200.9,1.44229,61639888,0.361754,1.86668,20.72697742,106.9528857,,
AIS,574395000,80,0,0,12553.2,2.35041,61640310,0.360004,1.86515,20.62670981,106.8652232,,
AIS,574014442,0,0,0,14435.7,2.14509,61641126,0.360158,1.86568,20.63553336,106.8955899,,
AIS,574012836,55,34,8,16938.6,6.0525,61641658,0.363978,1.863,20.85440324,106.7420372,,
AIS,574003420,80,97,16,20006.9,2.7562,61641774,0.35848,1.86491,20.53939104,106.8514722,,
AIS,574562437,30,26,6,17300.7,2.08548,61641780,0.360052,1.86618,20.62946001,106.9242378,,
AIS,574565173,30,38,7,26114.6,3.61833,61641881,0.357747,1.86164,20.49739323,106.664115,,
AIS,574003360,81,97,16,18954.2,1.6452,61641909,0.361167,1.86682,20.6933448,106.9609071,,
AIS,538005897,72,141,25,20684.4,1.53586,61642354,0.361501,1.86712,20.71248159,106.9780958,,
AIS,574001001,0,0,0,20948,5.73885,61643205,0.364202,1.86183,20.86723749,106.6750012,,
AIS,574912277,30,30,8,34445.6,5.5388,61643476,0.365364,1.85973,20.93381519,106.55468,,
AIS,574401177,33,51,8,15614.6,6.19434,61643535,0.363831,1.86342,20.84598076,106.7661015,,
AIS,370220000,0,0,0,20351.1,5.79098,61643870,0.364204,1.86204,20.86735208,106.6870333,,
AIS,574181173,30,18,4,33999,3.52346,61643983,0.356437,1.86153,20.42233576,106.6578124,,
AIS,574513615,0,0,0,24741.4,5.6311,61644059,0.364475,1.86113,20.88287924,106.6348941,,
AIS,574006030,70,119,17,20310.4,5.8345,61644482,0.364262,1.86217,20.87067524,106.6944817,,
AIS,477547400,71,148,24,13923.7,0.355887,61644538,0.363438,1.86447,20.82346351,106.826262,,
AIS,377265000,0,0,0,24829.8,5.62597,61644670,0.364474,1.8611,20.88282194,106.6331753,,
AIS,563158400,70,147,23,20384.2,1.66257,61644780,0.361095,1.86706,20.6892195,106.9746581,,
AIS,574191919,52,28,13,24777.9,5.6332,61644835,0.364485,1.86113,20.8834522,106.6348941,,
AIS,574014116,80,83,14,29365,2.75985,61644910,0.357112,1.86548,20.46101041,106.8841308,,
AIS,574012659,70,79,13,26085.7,5.59268,61644938,0.364545,1.86086,20.88688994,106.6194243,,
AIS,353368000,74,267,35,20730.3,1.98477,61645366,0.360079,1.86684,20.63100699,106.962053,,
AIS,574110067,0,0,0,28568.9,0.887731,61645394,0.364218,1.86737,20.86815422,106.9924198,,
AIS,574013126,70,64,11,20511.2,5.84423,61646402,0.364304,1.86219,20.87308166,106.6956277,,
AIS,477779300,70,175,31,56999.7,1.75546,61646642,0.359732,1.87305,20.61112536,107.3178598,,
AIS,353810000,82,97,16,23991.4,2.31969,61647018,0.358825,1.8666,20.55915808,106.948302,,
AIS,375637000,52,23,12,24749.1,5.63285,61647282,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574401033,70,99,16,18880.2,1.66271,61647512,0.361116,1.86681,20.69042271,106.9603342,,
AIS,352003621,70,92,14,22988.2,5.68993,61647842,0.364381,1.86149,20.87749343,106.6555206,,
AIS,574014574,70,98,16,14273.5,0.223204,61648137,0.363575,1.86418,20.83131304,106.8096463,,
AIS,574000000,52,28,13,24776.3,5.63365,61648162,0.364486,1.86113,20.88350949,106.6348941,,
AIS,574002860,70,75,12,19817.2,1.74624,61648778,0.360845,1.86693,20.67489556,106.9672096,,
AIS,574356000,70,125,18,27221.7,6.17338,61648998,0.365637,1.86315,20.94945693,106.7506316,,
AIS,234310529,0,10,10,19353.5,2.03277,61649408,0.360034,1.86656,20.62842868,106.9460102,,
AIS,574111524,65,86,13,40054.5,0.818911,61649681,0.36568,1.86857,20.95192065,107.0611747,,
AIS,574013714,70,71,11,18378.9,0.510164,61649762,0.363907,1.86516,20.85033524,106.8657961,,
AIS,995741782,139,2,2,18613.9,5.97712,61649836,0.364176,1.86271,20.8657478,106.7254215,,
AIS,574015007,70,71,12,17417.9,1.01729,61650070,0.362826,1.86614,20.7883985,106.921946,,
AIS,574003400,90,32,9,17111.4,6.03605,61650073,0.363994,1.86295,20.85531997,106.7391724,,
AIS,995741972,152,4,4,21983.6,1.63497,61650392,0.361166,1.86733,20.6932875,106.990128,,
AIS,574013527,70,79,12,23073,5.70969,61651133,0.364431,1.86155,20.88035822,106.6589584,,
AIS,574003260,0,29,11,17057.5,0.929806,61651500,0.36299,1.86595,20.79779501,106.9110598,,
AIS,353368000,74,267,35,20766.6,1.98305,61651577,0.360082,1.86684,20.63117888,106.962053,,
AIS,574003420,80,97,16,20021.5,2.75611,61651897,0.358478,1.86491,20.53927645,106.8514722,,
AIS,441271000,72,141,24,15880.6,6.17068,61652242,0.363867,1.86335,20.8480434,106.7620908,,
AIS,574112492,0,0,0,31825.8,0.710176,61652962,0.365176,1.86714,20.92304358,106.9792418,,
AIS,995741981,140,2,1,12944.2,0.523838,61653072,0.363149,1.86474,20.80690503,106.8417319,,
AIS,574001001,0,0,0,20948,5.73885,61653073,0.364202,1.86183,20.86723749,106.6750012,,
AIS,574201064,30,38,6,30847.4,1.61653,61653266,0.361164,1.86882,20.69317291,107.0754987,,
AIS,563228300,0,0,0,48929.6,1.46883,61653336,0.362161,1.87182,20.7502968,107.247386,,
AIS,312261000,70,108,18,21172.3,2.26372,61653708,0.359266,1.86638,20.58442552,106.935697,,
AIS,574001530,70,79,12,26131.4,5.58947,61653951,0.364542,1.86085,20.88671806,106.6188513,,
AIS,574191919,52,28,13,24777.5,5.63318,61654187,0.364485,1.86113,20.8834522,106.6348941,,
AIS,477547400,71,148,24,13924.2,0.35582,61654479,0.363438,1.86447,20.82346351,106.826262,,
AIS,477833200,0,0,0,56517.7,1.16497,61654856,0.364879,1.87238,20.90602673,107.2794716,,
AIS,754128076,0,0,0,17202.7,6.03118,61655442,0.364005,1.86293,20.85595022,106.7380265,,
AIS,538008860,70,141,24,14458.8,0.272596,61655470,0.363575,1.86431,20.83131304,106.8170947,,
AIS,563158400,70,147,23,20460.9,1.6605,61655661,0.3611,1.86707,20.68950598,106.9752311,,
AIS,574013615,0,0,0,37757.8,5.54953,61655949,0.365789,1.8594,20.95816589,106.5357724,,
AIS,574014072,0,0,0,43037.9,5.65532,61656002,0.366854,1.8594,21.0191859,106.5357724,,
AIS,477548900,71,172,28,13974.5,0.0942145,61656162,0.363574,1.86387,20.83125574,106.7918846,,
AIS,375637000,52,23,12,24749.1,5.63285,61656589,0.36448,1.86113,20.88316572,106.6348941,,
AIS,352950568,30,54,15,2109.29,0.767191,61657374,0.361628,1.8639,20.71975815,106.7936034,,
AIS,574014911,70,77,14,14460.6,0.0166928,61657763,0.363659,1.86369,20.83612588,106.7815713,,
AIS,574002860,70,75,12,19811.7,1.74754,61657975,0.360841,1.86692,20.67466638,106.9666367,,
AIS,574012703,0,0,0,26544,5.60174,61658031,0.364624,1.86084,20.89141631,106.6182783,,
AIS,574014992,70,74,14,20964.7,1.54355,61658082,0.361477,1.86717,20.71110649,106.9809606,,
AIS,574356000,70,125,18,27223,6.17338,61658980,0.365637,1.86315,20.94945693,106.7506316,,
AIS,574225252,30,26,6,38841.6,2.97938,61658982,0.355373,1.8647,20.36137305,106.8394401,,
AIS,574003420,80,97,16,20032.7,2.75596,61659467,0.358476,1.86492,20.53916186,106.8520451,,
AIS,574110869,0,0,0,28271.8,0.897396,61659736,0.364155,1.86736,20.86454459,106.9918468,,
AIS,574128295,35,47,8,16020.3,6.13642,61659763,0.363877,1.86326,20.84861636,106.7569341,,
AIS,574111165,0,0,0,7.74E+06,6.26526,61659804,1.58825,3.15905,91.00002181,181.0002323,,
AIS,353089000,0,0,0,53725,1.73142,61659806,0.360028,1.87255,20.62808491,107.2892119,,
AIS,574003400,90,32,9,17112.2,6.03606,61660004,0.363994,1.86295,20.85531997,106.7391724,,
AIS,574401641,0,0,0,27382.7,5.65485,61660056,0.364866,1.86095,20.90528189,106.6245809,,
AIS,574015007,70,71,12,17418.3,1.01725,61660108,0.362826,1.86614,20.7883985,106.921946,,
AIS,574014686,70,77,12,26416.8,5.5965,61661015,0.364595,1.86084,20.88975473,106.6182783,,
AIS,574899899,52,0,0,24765.6,5.63174,61661204,0.36448,1.86113,20.88316572,106.6348941,,
AIS,941369369,0,0,0,32438.8,2.80373,61661230,0.356585,1.86545,20.43081554,106.8824119,,
AIS,574014442,0,0,0,14347.7,2.14593,61661436,0.360164,1.86567,20.63587713,106.895017,,
AIS,574013527,70,79,12,23072.5,5.70967,61661484,0.364431,1.86155,20.88035822,106.6589584,,
AIS,574003260,0,29,11,17063.7,0.930019,61661571,0.36299,1.86595,20.79779501,106.9110598,,
AIS,574003420,80,97,16,20035.8,2.75583,61661761,0.358476,1.86492,20.53916186,106.8520451,,
AIS,574003360,81,97,16,19024.7,1.64417,61662004,0.361169,1.86684,20.69345939,106.962053,,
AIS,574126291,70,60,9,38823.6,1.76928,61662004,0.360181,1.87004,20.63685116,107.1453995,,
AIS,574491000,70,112,18,26072.2,2.23034,61662025,0.35888,1.86711,20.56230935,106.9775229,,
AIS,574003360,81,97,16,19027.5,1.64413,61662362,0.361169,1.86684,20.69345939,106.962053,,
AIS,574263000,0,0,0,18897,5.955,61662669,0.364197,1.86263,20.86695101,106.7208378,,
AIS,574012147,70,80,13,37265.8,5.56043,61662694,0.365774,1.85951,20.95730646,106.542075,,
AIS,574014296,70,79,15,24737.9,5.607,61662774,0.364417,1.86105,20.87955608,106.6303105,,
AIS,538005897,72,141,25,20627.4,1.53217,61662802,0.361513,1.86711,20.71316914,106.9775229,,
AIS,574912277,30,30,8,34445.6,5.5388,61662830,0.365364,1.85973,20.93381519,106.55468,,
AIS,477547400,71,148,24,13925.1,0.355849,61662990,0.363438,1.86447,20.82346351,106.826262,,
AIS,357510000,80,95,16,21009.4,1.56154,61663015,0.361418,1.86718,20.70772604,106.9815336,,
AIS,574567219,30,26,4,48753.8,2.76485,61663377,0.354273,1.86665,20.2983477,106.9511668,,
AIS,574014485,70,76,13,22357.4,2.30494,61663378,0.359037,1.86643,20.57130479,106.9385618,,
AIS,377265000,0,0,0,24829.8,5.62597,61663576,0.364474,1.8611,20.88282194,106.6331753,,
AIS,353368000,74,267,35,20838.4,1.97968,61663861,0.360088,1.86686,20.63152265,106.9631989,,
AIS,574001001,0,0,0,20948.2,5.73885,61663861,0.364202,1.86183,20.86723749,106.6750012,,
AIS,800123456,30,117,6,2712.31,0.799239,61664263,0.361687,1.86398,20.7231386,106.7981871,,
AIS,312261000,70,108,18,21177,2.26367,61664375,0.359265,1.86638,20.58436823,106.935697,,
AIS,574191919,52,28,13,24777.7,5.63312,61664699,0.364485,1.86113,20.8834522,106.6348941,,
AIS,574410000,0,0,0,28707.3,2.58718,61664826,0.357558,1.86618,20.48656433,106.9242378,,
AIS,538007558,70,199,32,50490.2,1.94161,61664910,0.358508,1.87154,20.54099532,107.2313432,,
AIS,574003420,80,97,16,20040.4,2.75577,61665015,0.358475,1.86492,20.53910456,106.8520451,,
AIS,357787000,70,182,28,25394.6,2.6334,61665174,0.357907,1.86572,20.50656056,106.8978818,,
AIS,477548900,71,172,28,13979.4,0.096579,61665203,0.363574,1.86388,20.83125574,106.7924575,,
AIS,574401177,33,51,8,15597.7,6.19781,61665510,0.363829,1.86343,20.84586616,106.7666744,,
AIS,574566201,30,26,6,2103.08,0.765817,61666210,0.361628,1.8639,20.71975815,106.7936034,,
AIS,574000000,52,28,13,24842.2,5.62733,61666294,0.364479,1.86111,20.88310842,106.6337482,,
AIS,574912255,0,0,0,34441.5,5.53902,61666437,0.365364,1.85973,20.93381519,106.55468,,
AIS,574014574,70,98,16,14286.7,0.227225,61666452,0.363575,1.86419,20.83131304,106.8102192,,
AIS,375637000,52,23,12,24749,5.63285,61666507,0.36448,1.86113,20.88316572,106.6348941,,
AIS,574708999,52,25,13,24795.3,5.63215,61666667,0.364485,1.86113,20.8834522,106.6348941,,
AIS,574002320,80,106,16,13600.3,0.125283,61666695,0.363508,1.86394,20.82747422,106.7958953,,
AIS,563158400,70,147,23,20541.3,1.65805,61667064,0.361107,1.86709,20.68990705,106.976377,,
AIS,574110251,60,60,12,27742.2,0.898133,61667292,0.364101,1.8673,20.86145062,106.9884091,,
AIS,574002860,70,75,12,19807.2,1.7489,61667294,0.360837,1.86692,20.67443719,106.9666367,,
AIS,574012703,0,0,0,26543.7,5.60173,61667473,0.364624,1.86084,20.89141631,106.6182783,,
AIS,574565432,30,26,7,38174,2.82067,61667607,0.355703,1.86567,20.38028066,106.895017,,
AIS,574014402,33,40,9,15742,0.543599,61668011,0.363504,1.86502,20.82724504,106.8577747,,
AIS,574013637,70,146,20,58851.6,1.06541,61668029,0.36585,1.87231,20.96166093,107.2754609,,
AIS,574014734,70,79,14,41404.2,0.727167,61668189,0.366241,1.86828,20.98406358,107.0445589,,
AIS,574013507,70,79,12,57191.2,3.91729,61668321,0.354974,1.85695,20.33851204,106.3953978,,
AIS,574003420,80,97,16,20045.3,2.75564,61668482,0.358475,1.86492,20.53910456,106.8520451,,
AIS,574013074,70,77,10,27083.2,1.78346,61668561,0.360489,1.86809,20.65449826,107.0336728,,
AIS,574014911,70,77,14,14435.8,0.0196723,61668693,0.363655,1.8637,20.8358967,106.7821443,,
AIS,574356000,70,125,18,27221.9,6.17338,61668721,0.365637,1.86315,20.94945693,106.7506316,,
AIS,574937997,0,10,10,2026.36,0.652956,61668822,0.361642,1.86386,20.72056029,106.7913116,,
AIS,574401641,0,0,0,27382.3,5.65487,61668909,0.364866,1.86095,20.90528189,106.6245809,,
AIS,574937997,0,10,10,2026.36,0.652956,61669191,0.361642,1.86386,20.72056029,106.7913116,,
AIS,352321000,80,112,16,18003.7,0.805748,61669260,0.363346,1.86583,20.8181923,106.9041843,,
AIS,574937997,0,10,10,2026.36,0.652956,61669556,0.361642,1.86386,20.72056029,106.7913116,,
AIS,574014442,0,0,0,14309.3,2.14617,61669574,0.360167,1.86567,20.63604902,106.895017,,
AIS,574015007,70,71,12,17418.4,1.01724,61669602,0.362826,1.86614,20.7883985,106.921946,,
AIS,574937997,0,10,10,2026.36,0.652956,61669740,0.361642,1.86386,20.72056029,106.7913116,,
AIS,574012424,0,0,0,23008.1,2.19354,61670737,0.359282,1.86679,20.58534226,106.9591882,,
AIS,574395000,80,0,0,12552.4,2.35035,61671522,0.360004,1.86515,20.62670981,106.8652232,,
AIS,352003194,0,0,0,14412.3,0.0351752,61671627,0.363651,1.86374,20.83566752,106.7844361,,
AIS,563158400,70,147,23,20575.9,1.65709,61671910,0.361109,1.86709,20.69002164,106.976377,,
AIS,574012836,55,34,8,16944.4,6.05262,61671971,0.363979,1.863,20.85446053,106.7420372,,
AIS,574012147,70,80,13,37266.1,5.56043,61672402,0.365774,1.85951,20.95730646,106.542075,,
AIS,574912277,30,30,8,34444.6,5.5388,61672458,0.365364,1.85973,20.93381519,106.55468,,
AIS,574014296,70,79,15,24737.7,5.607,61672715,0.364417,1.86105,20.87955608,106.6303105,,
AIS,574400554,70,72,12,15569.4,0.651275,61672936,0.363333,1.86524,20.81744746,106.8703798,,
AIS,563228300,0,0,0,48890.6,1.4698,61672960,0.362152,1.87182,20.74978114,107.247386,,
AIS,574014401,70,79,14,23541.9,5.69126,61673067,0.364455,1.86145,20.88173332,106.6532288,,
AIS,312261000,70,108,18,21177.8,2.26371,61673231,0.359265,1.86638,20.58436823,106.935697,,
AIS,440301000,70,148,24,21481.6,1.6138,61673340,0.361243,1.86725,20.69769928,106.9855443,,
AIS,563158400,70,147,23,20582.7,1.65688,61673519,0.36111,1.86709,20.69007894,106.976377,,
AIS,574955000,89,106,18,24960.6,3.65849,61673640,0.357983,1.86158,20.51091504,106.6606772,,
AIS,574012773,70,80,12,34341.6,5.66891,61673735,0.365793,1.86033,20.95839508,106.5890575,,
AIS,574014611,70,109,20,27404.6,6.15782,61673968,0.365657,1.86308,20.95060285,106.7466209,,
AIS,477147800,0,0,0,53943.2,1.77202,61674028,0.359685,1.87252,20.60843245,107.2874931,,
AIS,574001530,70,79,12,26132,5.58942,61674160,0.364542,1.86084,20.88671806,106.6182783,,
AIS,574402171,70,68,11,20573.2,5.82228,61674283,0.364282,1.86212,20.87182115,106.6916169,,
AIS,538008860,70,141,24,14476.1,0.277458,61674689,0.363575,1.86432,20.83131304,106.8176677,,
AIS,357787000,70,182,28,25397.8,2.63369,61674721,0.357906,1.86572,20.50650326,106.8978818,,
AIS,574012659,70,79,13,26169,5.59415,61674801,0.364559,1.86086,20.88769208,106.6194243,,
AIS,574003420,80,97,16,20057.1,2.75542,61674961,0.358473,1.86492,20.53898997,106.8520451,,
AIS,241195000,0,0,0,41270.5,0.77469,61675013,0.366015,1.8685,20.97111474,107.057164,,
AIS,352001416,70,100,16,23045.9,5.69577,61675627,0.3644,1.86151,20.87858205,106.6566665,,
AIS,353368000,74,267,35,20911.7,1.97631,61675682,0.360093,1.86687,20.63180913,106.9637719,,
AIS,574014575,7,37,10,16987.3,0.878405,61675974,0.363091,1.86585,20.80358188,106.9053302,,
AIS,574000000,52,28,13,24842.2,5.62733,61676014,0.364479,1.86111,20.88310842,106.6337482,,
AIS,574014565,70,79,14,57196.9,3.91796,61676016,0.354977,1.85694,20.33868392,106.3948248,,
AIS,574401592,70,74,14,14106.1,0.484387,61676082,0.363349,1.86476,20.81836419,106.8428778,,
AIS,574222258,30,24,7,14677.7,0.0133504,61676311,0.363693,1.86369,20.83807394,106.7815713,,
AIS,574012703,0,0,0,26543.7,5.60173,61676506,0.364624,1.86084,20.89141631,106.6182783,,
AIS,574013405,0,0,0,37330.8,5.56616,61676585,0.365804,1.85953,20.95902533,106.5432209,,
AIS,352003587,70,120,22,50254.6,2.15977,61678002,0.357,1.87065,20.45459329,107.1803499,,
AIS,574110251,60,60,12,27740.7,0.898117,61678105,0.364101,1.8673,20.86145062,106.9884091,,
AIS,574013074,70,77,10,27072.1,1.78306,61678267,0.360491,1.86809,20.65461285,107.0336728,,
AIS,574014918,0,0,0,20318.7,5.7965,61678270,0.364208,1.86206,20.86758126,106.6881792,,
AIS,574012023,70,24,6,14870.8,1.41922,61678271,0.361741,1.86612,20.72623258,106.9208001,,
AIS,574401033,70,99,16,19004.5,1.66077,61678428,0.36112,1.86683,20.6906519,106.9614801,,
AIS,574000000,52,28,13,24775.7,5.63367,61678828,0.364486,1.86113,20.88350949,106.6348941,,
AIS,574013507,70,79,12,57191.2,3.91729,61678987,0.354974,1.85695,20.33851204,106.3953978,,
AIS,574561234,40,26,6,26989.7,1.55311,61679198,0.361461,1.86818,20.71018976,107.0388294,,
AIS,574014911,70,77,14,14416.2,0.0222107,61679281,0.363652,1.86371,20.83572481,106.7827172,,
AIS,574356000,70,125,18,27219.3,6.17334,61679333,0.365636,1.86315,20.94939964,106.7506316,,
AIS,574111524,65,86,13,40066.4,0.818852,61679480,0.365681,1.86857,20.95197795,107.0611747,,
AIS,574128295,35,47,8,16020.3,6.13642,61679481,0.363877,1.86326,20.84861636,106.7569341,,
AIS,574015007,70,71,12,17418.4,1.01724,61679548,0.362826,1.86614,20.7883985,106.921946,,
AIS,574014442,0,0,0,14267.1,2.14665,61679919,0.36017,1.86566,20.63622091,106.894444,,
AIS,574003260,0,29,11,17060.1,0.930722,61681173,0.362988,1.86595,20.79768041,106.9110598,,
AIS,574395000,80,0,0,12552.1,2.35033,61681309,0.360004,1.86515,20.62670981,106.8652232,,
AIS,574003400,90,32,9,17112.9,6.03607,61681361,0.363994,1.86295,20.85531997,106.7391724,,
AIS,352003194,0,0,0,14422.9,0.0340166,61681655,0.363652,1.86373,20.83572481,106.7838632,,
AIS,353368000,74,267,35,20949.6,1.97459,61681679,0.360096,1.86688,20.63198102,106.9643449,,
AIS,574003360,81,97,16,19092.8,1.64294,61681749,0.361172,1.86685,20.69363128,106.962626,,
AIS,574000990,70,79,13,43030.2,5.65489,61681894,0.366851,1.8594,21.01901401,106.5357724,,
AIS,357510000,80,95,16,20980.2,1.55828,61681975,0.361429,1.86717,20.70835629,106.9809606,,
AIS,574001001,0,0,0,20951,5.73889,61682226,0.364203,1.86183,20.86729479,106.6750012,,
AIS,574014296,70,79,15,24737.7,5.607,61682229,0.364417,1.86105,20.87955608,106.6303105,,
AIS,574003360,81,97,16,19096.3,1.64288,61682358,0.361172,1.86685,20.69363128,106.962626,,
AIS,574012836,55,34,8,16938.4,6.05288,61682535,0.363978,1.863,20.85440324,106.7420372,,
AIS,574513615,0,0,0,24741.4,5.6311,61682558,0.364475,1.86113,20.88287924,106.6348941,,
AIS,574566201,30,26,6,2103.08,0.765817,61682678,0.361628,1.8639,20.71975815,106.7936034,,
AIS,441271000,72,141,24,15932.8,6.16374,61682747,0.363873,1.86333,20.84838718,106.7609448,,
AIS,574014485,70,76,13,22350,2.30177,61682878,0.359047,1.86644,20.57187775,106.9391347,,
AIS,574225252,30,26,6,38841.6,2.97938,61682975,0.355373,1.8647,20.36137305,106.8394401,,
AIS,574112568,0,0,0,39573.7,0.809806,61683038,0.36567,1.86847,20.95134769,107.0554451,,
AIS,574012773,70,80,12,34341.1,5.66892,61683199,0.365793,1.86033,20.95839508,106.5890575,,
AIS,374170000,70,175,29,40889.4,1.24555,61683363,0.363434,1.87016,20.82323433,107.152275,,
AIS,574912277,30,30,8,34444.3,5.53879,61683439,0.365364,1.85973,20.93381519,106.55468,,
AIS,440301000,70,148,24,21488.1,1.6116,61683548,0.36125,1.86725,20.69810035,106.9855443,,
